Date,Date_YMD,Status,Total,Andaman and Nicobar Islands,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Dadra and Nagar Haveli,Daman and Diu,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal,Ladakh
11-Jan-22,11-01-2022,Recovered,60255,24,242,3,449,1790,128,483,1,0,12161,592,2704,1407,258,360,1692,1356,2064,0,493,18967,14,27,149,12,752,22,687,853,3,3043,417,74,543,416,8037,0
12-Jan-22,12-01-2022,Recovered,84595,41,281,2,731,2802,229,1933,8,0,14957,1002,3449,2543,338,262,2801,1541,2552,1,497,28041,9,43,296,15,949,44,2788,1634,3,4039,474,112,700,1335,8117,0
13-Jan-22,13-01-2022,Recovered,109211,86,261,17,1242,3671,330,4636,18,0,22121,971,4285,2760,534,271,2731,2363,3252,0,782,34658,34,83,383,17,1447,40,2330,2757,16,6235,582,92,1062,977,8139,0
14-Jan-22,14-01-2022,Recovered,122513,63,418,28,861,3829,391,4083,15,0,26236,1432,4831,3394,558,380,2807,3105,3848,0,1020,33356,29,75,373,24,2216,82,3612,3096,22,9026,1181,170,2554,676,8687,0
15-Jan-22,15-01-2022,Recovered,138197,51,397,33,876,4489,541,4240,20,0,19554,1789,5404,3743,938,390,3351,4273,3819,0,1186,43389,37,69,477,15,3220,84,3547,4013,48,10988,1620,191,5031,1184,9132,0
16-Jan-22,16-01-2022,Recovered,151683,62,669,54,1223,5809,665,3303,17,0,21846,1922,6096,4361,624,470,4114,5902,4749,0,1785,40386,59,74,722,12,4452,142,3599,4686,41,12484,2013,143,8802,328,9973,0
17-Jan-22,17-01-2022,Recovered,157152,66,696,84,2281,5907,961,5396,23,0,18340,1592,5984,5631,1292,777,4266,7827,5280,2,2106,29092,60,95,830,13,5965,147,4393,5894,183,13551,2295,492,12402,2067,11034,0
18-Jan-22,18-01-2022,Recovered,187954,73,1066,129,2444,3786,799,5796,38,0,17516,2476,7883,5917,1582,899,3898,8353,7303,5,2675,38824,46,162,1169,104,7745,256,5912,7056,214,15036,2706,679,20191,1865,13308,0
19-Jan-22,19-01-2022,Recovered,223856,176,1222,194,2723,7454,1112,5364,28,0,16580,3119,9828,6768,1860,1255,3769,23209,8193,7,3069,46591,145,142,918,40,6785,895,6160,8213,163,17456,1773,609,20532,1956,15418,0
20-Jan-22,20-01-2022,Recovered,251654,73,3674,127,1960,7277,1336,5919,27,0,18815,3728,10310,7276,1662,1177,4283,22143,15388,4,3616,52025,66,142,927,29,8471,1073,5931,10528,305,19978,1825,872,19328,3422,17815,0
21-Jan-22,21-01-2022,Recovered,242567,80,2942,132,2979,6896,1832,6001,34,0,17494,3145,9254,9247,1477,1877,3814,18115,17053,25,4255,42391,100,177,852,46,10390,1458,6882,10175,284,21684,1920,530,17600,2189,19112,0
22-Jan-22,22-01-2022,Recovered,259041,65,3913,129,2918,6190,1792,5225,37,0,14802,3274,10103,12826,1989,2330,3888,35140,21324,22,4966,30795,122,185,1045,69,11344,1497,7209,10366,307,23372,2319,606,15757,2712,20313,0
23-Jan-22,23-01-2022,Recovered,243427,50,3969,198,6118,4496,1356,3021,42,0,13510,3232,11636,7683,1234,2493,3423,22842,27961,22,5497,27377,134,198,872,54,10841,1264,7660,9884,326,24283,2707,656,16521,1270,20418,0
24-Jan-22,24-01-2022,Recovered,267632,91,4800,288,5625,4829,863,5406,27,0,14836,2174,13469,11879,3039,3643,3409,41703,30710,51,7822,21941,379,168,982,57,10309,1172,6479,9397,331,24639,2398,564,10836,2985,20157,0
25-Jan-22,25-01-2022,Recovered,298978,94,5716,375,6747,2420,1275,5711,34,0,9127,2522,17467,15083,3301,3789,3113,53093,30226,32,8467,30500,308,293,653,68,10244,1165,6930,10559,251,25221,1961,540,18875,3849,18825,0
26-Jan-22,26-01-2022,Recovered,306327,112,8687,348,7365,4287,1500,4382,38,0,11164,3936,20829,9571,2912,5005,2921,41699,34439,40,8604,39857,240,254,633,62,10078,1597,7238,11572,348,27507,2046,819,17074,1241,17734,0
27-Jan-22,27-01-2022,Recovered,347426,60,10290,431,4545,3308,1291,6516,39,0,9397,3390,23197,9759,2621,6264,2719,67232,42653,33,10547,36708,347,361,1046,81,11157,1486,7423,16087,399,28620,2444,783,16786,3999,15216,0
28-Jan-22,28-01-2022,Recovered,335897,95,8742,515,6002,2976,1168,5075,28,0,8042,2668,22070,8181,2417,5850,2599,71092,30225,47,11016,45648,407,348,1250,63,10511,2724,6879,14884,311,28156,2981,982,14993,3042,13767,0
29-Jan-22,29-01-2022,Recovered,352508,79,9445,379,5497,2577,1146,4776,33,0,8807,2691,21655,6223,1753,7107,3675,69902,47649,28,10576,50142,294,320,1611,65,10267,2604,6805,16054,279,27885,3555,851,13910,2320,11288,0
30-Jan-22,30-01-2022,Recovered,262866,81,9692,324,7230,2389,805,1744,22,0,6954,1582,16066,5284,1037,6557,1981,29244,32701,60,12041,39015,284,424,1310,60,9191,2433,5431,12600,323,26624,4207,898,12080,2260,9750,0
31-Jan-22,31-01-2022,Recovered,254063,54,11384,440,3613,2223,564,4871,13,0,5502,1387,14171,6791,1638,6433,1874,30869,38458,31,10748,35453,333,246,1740,97,8181,1828,5473,11618,220,25056,4413,919,6946,2499,7727,0
01-Feb-22,01-02-2022,Recovered,281084,62,10795,583,2632,1180,537,5600,20,0,4837,1794,16629,5720,1005,6556,1506,60914,40383,46,10552,30093,346,371,2318,60,7767,1069,4247,10173,167,25592,4391,798,12263,4383,5548,0
02-Feb-22,02-02-2022,Recovered,259083,63,11280,357,5293,1768,614,2437,14,0,4679,1465,15177,5117,541,5024,1189,40903,41715,49,9696,36281,337,387,1918,134,6067,3151,4867,12839,214,24576,3603,508,10398,3295,2950,0
03-Feb-22,03-02-2022,Recovered,246668,65,11729,404,2392,1013,562,3836,17,0,3895,955,13195,5396,1645,5093,1046,44819,50821,34,8409,30235,228,256,1887,96,7487,711,3794,7141,126,23084,3980,703,5541,3306,2614,0
04-Feb-22,04-02-2022,Recovered,230792,53,9317,407,2568,645,396,3489,16,0,4166,1322,12105,4220,2470,4057,708,40599,41037,40,8451,27891,357,375,2406,93,6109,1608,2998,10560,99,21435,4559,594,8817,4186,2421,0
05-Feb-22,05-02-2022,Recovered,213227,10,13005,291,1791,761,319,3554,8,0,3324,1219,11184,3247,1546,5019,715,25854,46813,29,8558,21677,315,313,1896,99,5376,1171,2963,9309,86,23938,3801,310,7401,4909,2251,0
06-Feb-22,06-02-2022,Recovered,199049,34,11855,259,2471,761,439,1241,3,0,2506,826,10273,2995,722,4393,543,19800,49261,36,8373,25175,204,336,1507,71,3624,756,2692,9752,97,23144,3944,150,7117,1447,2083,0
07-Feb-22,07-02-2022,Recovered,180447,17,8766,294,1813,328,342,4180,8,0,2120,500,8862,3544,1554,3168,473,16802,49586,29,8130,18423,272,183,2239,73,3621,651,2202,7299,98,21027,3877,185,3822,4062,1742,0
08-Feb-22,08-02-2022,Recovered,172649,32,10241,294,1246,600,154,3570,6,0,2079,910,7487,2866,1372,3330,412,19067,46393,22,6527,16035,209,285,2409,78,3429,444,1762,6997,39,20237,3590,79,5453,3257,1559,0
09-Feb-22,09-02-2022,Recovered,167836,18,9598,212,1539,488,363,2040,12,0,1908,655,8812,2920,1042,2805,363,16749,47882,39,6980,20222,235,233,2167,126,3126,538,1471,7177,32,16473,2484,184,5155,2155,1470,0
10-Feb-22,10-02-2022,Recovered,150391,23,6576,230,903,402,288,1699,6,0,1958,618,8172,2313,619,2258,400,13923,43286,20,6555,18942,1329,194,1977,75,3279,741,1393,7758,72,14182,2861,90,4357,1354,1381,0
11-Feb-22,11-02-2022,Recovered,136949,16,9632,177,766,474,180,2369,3,0,1591,595,5005,2025,702,1626,326,11377,43087,23,5995,14635,158,172,1883,70,2483,661,1249,6632,69,14051,2850,68,3143,1348,1361,0
12-Feb-22,12-02-2022,Recovered,117588,13,8849,197,700,243,127,1010,6,0,1388,472,3955,1316,551,1624,281,8988,38819,22,6220,12986,131,162,1737,60,2081,493,1111,4973,66,11154,2645,62,3101,624,1347,0
13-Feb-22,13-02-2022,Recovered,91928,19,6271,88,959,265,104,860,2,0,1197,282,3022,1146,339,1228,371,5395,32004,16,4750,9815,139,156,848,58,1845,375,597,4510,67,8229,2421,53,2481,580,1326,0
14-Feb-22,14-02-2022,Recovered,82817,10,4636,152,400,149,95,2081,7,0,1092,221,2570,1472,769,808,298,6025,24757,5,4555,11408,151,59,1988,67,1956,319,769,3178,76,7365,2387,15,1501,89,1314,0
15-Feb-22,15-02-2022,Recovered,83022,18,2787,117,453,265,84,1469,2,0,830,469,2454,1273,749,937,299,5762,32027,25,3452,8695,131,160,2024,90,1671,196,806,2381,56,5894,2098,14,2645,1309,1323,0
16-Feb-22,16-02-2022,Recovered,67500,8,2414,94,443,263,121,1153,2,0,901,259,2688,1227,617,827,380,5416,21906,15,3088,5806,136,119,1694,46,1639,217,541,3569,73,5374,1217,31,2332,1422,1360,0
17-Feb-22,17-02-2022,Recovered,66436,21,1864,100,419,225,93,1166,7,0,905,481,2221,1263,584,937,180,5079,22707,11,2780,6383,151,82,1871,41,1465,113,689,3510,46,4768,1380,19,2318,1085,1367,0
18-Feb-22,18-02-2022,Recovered,60136,28,1543,53,209,183,93,589,26,0,854,512,1885,1102,483,577,215,4890,21134,4,2715,4709,1488,91,1823,43,1272,155,569,3112,36,4229,1060,23,1646,1377,1346,0
19-Feb-22,19-02-2022,Recovered,48843,23,1486,55,179,151,87,821,4,0,791,199,1419,867,305,469,173,3870,17086,12,2353,4394,62,105,1173,36,1266,121,449,2299,36,3561,865,22,1902,783,1357,0
20-Feb-22,20-02-2022,Recovered,37907,13,936,29,309,106,41,340,5,0,730,144,1148,705,224,496,125,1780,14334,29,1785,3375,69,59,668,33,1049,108,218,2182,29,3172,767,17,1368,50,1373,0
21-Feb-22,21-02-2022,Recovered,34226,4,950,69,55,131,30,780,2,0,706,40,887,849,432,360,95,1932,11026,16,1475,2696,82,37,1963,40,1095,78,320,1772,24,2692,733,12,879,626,1286,0
22-Feb-22,22-02-2022,Recovered,30240,4,662,49,104,142,27,496,1,0,411,98,902,749,365,381,86,1692,10896,6,1244,2488,92,92,1674,33,968,69,306,1682,19,2375,683,4,0,156,1233,0
23-Feb-22,23-02-2022,Recovered,31144,8,635,38,95,129,56,526,2,0,603,118,839,654,141,182,101,1674,11077,7,1231,2594,81,66,1473,28,797,72,286,1517,23,2153,429,9,2193,206,1054,0
24-Feb-22,24-02-2022,Recovered,26988,6,472,32,57,100,35,460,0,0,618,94,729,690,294,353,75,1692,9531,10,1124,2516,57,45,1382,42,825,52,194,1113,15,1913,614,10,817,240,726,0
25-Feb-22,25-02-2022,Recovered,23597,4,496,59,73,80,31,315,2,0,649,90,644,585,297,187,85,1349,7837,8,889,2521,60,34,1207,17,585,39,164,1510,12,1794,569,4,823,106,430,0
26-Feb-22,26-02-2022,Recovered,20933,3,1329,19,41,68,24,223,0,0,460,68,491,413,229,208,76,1073,7339,6,980,1761,212,44,1408,16,494,42,181,845,18,1464,512,10,477,86,269,0
27-Feb-22,27-02-2022,Recovered,16271,3,803,21,22,69,22,298,0,0,554,40,386,383,95,137,55,801,5499,2,869,1361,50,28,539,10,382,37,125,1102,4,1209,453,6,609,25,220,0
28-Feb-22,28-02-2022,Recovered,16864,1,595,29,59,28,18,394,0,0,499,28,344,464,217,148,81,1119,5283,4,721,967,41,22,1713,15,430,33,85,1116,11,1013,425,5,603,120,204,0
01-Mar-22,01-03-2022,Recovered,14123,3,450,47,20,75,23,189,1,0,416,54,333,468,265,123,83,971,4325,3,611,1225,39,38,1161,17,314,24,108,407,8,1025,401,1,658,38,164,0
02-Mar-22,02-03-2022,Recovered,14947,2,458,21,46,65,25,310,0,0,440,41,334,440,156,123,62,816,5525,0,631,1007,28,19,1086,10,378,21,160,693,6,946,266,9,505,130,166,0
03-Mar-22,03-03-2022,Recovered,13450,2,236,12,14,29,32,233,0,0,388,40,305,374,186,110,67,689,4673,0,654,1144,32,23,1099,5,330,17,123,669,10,778,385,4,488,117,158,0
04-Mar-22,04-03-2022,Recovered,11649,1,288,15,24,64,22,224,0,0,420,30,237,326,163,83,75,648,3878,0,515,992,35,30,805,18,263,23,116,464,5,705,374,6,346,279,152,0
05-Mar-22,05-03-2022,Recovered,9754,1,266,5,18,39,25,137,0,0,390,42,186,277,66,79,38,458,2988,1,465,963,23,21,1062,4,209,11,67,295,5,596,348,1,461,40,148,0
06-Mar-22,06-03-2022,Recovered,8193,0,167,8,14,43,20,173,0,0,338,20,140,186,46,54,31,264,3033,1,400,688,29,17,318,5,314,8,75,361,2,554,311,0,392,32,138,0
07-Mar-22,07-03-2022,Recovered,8053,2,237,14,14,35,8,113,2,0,321,22,142,248,96,57,61,349,2424,0,395,461,134,7,1153,5,225,11,61,237,5,512,287,1,194,91,116,0
08-Mar-22,08-03-2022,Recovered,7415,0,139,10,22,30,13,57,0,0,213,21,151,220,32,58,15,258,1871,0,191,718,25,23,673,4,213,5,39,1250,4,418,241,0,326,42,105,0
09-Mar-22,09-03-2022,Recovered,6553,1,129,15,9,45,14,171,0,0,279,16,112,248,95,32,28,222,2130,0,167,559,25,14,779,2,170,5,47,266,5,387,151,2,261,50,102,0
10-Mar-22,10-03-2022,Recovered,5961,0,97,7,13,39,9,101,0,0,260,24,111,225,91,54,83,301,2055,0,141,494,18,37,548,2,135,3,77,296,5,354,184,1,0,62,112,0
11-Mar-22,11-03-2022,Recovered,5432,2,134,0,7,19,9,116,0,0,251,19,82,172,78,33,94,260,1612,0,179,355,10,4,530,4,117,6,72,144,2,327,172,2,447,54,106,0
12-Mar-22,12-03-2022,Recovered,5374,1,77,3,3,15,10,83,0,0,228,15,53,157,56,48,88,275,2037,0,145,525,20,25,434,7,163,2,50,272,4,265,154,1,0,28,111,0
13-Mar-22,13-03-2022,Recovered,4193,1,84,3,2,0,8,52,0,0,195,14,60,105,22,35,45,130,1554,0,137,448,9,18,319,1,110,4,27,262,4,223,164,2,0,30,118,0
14-Mar-22,14-03-2022,Recovered,5194,1,85,14,2,30,3,77,0,0,172,2,63,155,91,37,42,337,1597,1,112,298,3,4,812,6,107,1,37,137,6,204,152,1,447,35,121,0
15-Mar-22,15-03-2022,Recovered,3928,0,83,2,7,19,13,49,0,0,165,18,63,186,51,48,30,206,1034,0,82,290,10,19,522,8,152,4,37,136,3,169,123,0,220,53,125,0
16-Mar-22,16-03-2022,Recovered,4338,0,82,1,2,24,7,56,0,0,180,19,54,128,64,39,25,392,1444,0,91,455,7,14,400,4,111,4,29,152,0,161,82,0,150,18,137,0
17-Mar-22,17-03-2022,Recovered,3998,0,57,1,1,12,8,54,0,0,157,12,53,119,60,19,25,162,1329,0,100,395,11,18,481,10,108,1,56,134,2,146,102,0,208,10,132,0
18-Mar-22,18-03-2022,Recovered,3448,0,46,1,1,5,11,31,0,0,148,13,48,99,0,38,24,154,1321,1,81,394,9,6,250,2,118,3,36,140,1,127,91,0,83,13,141,0
19-Mar-22,19-03-2022,Recovered,3131,0,58,3,3,13,9,34,0,0,180,14,43,94,87,29,6,153,915,0,64,251,14,4,466,3,86,3,31,116,4,118,92,0,70,20,139,0
20-Mar-22,20-03-2022,Recovered,2652,2,56,0,2,3,6,13,0,0,83,4,29,116,34,19,12,143,908,0,49,283,6,13,245,5,67,1,30,93,1,106,91,1,91,23,107,0
21-Mar-22,21-03-2022,Recovered,2741,1,42,3,2,9,4,31,0,0,98,2,36,144,74,16,28,173,850,0,50,180,13,8,408,0,73,0,50,79,0,96,91,0,55,29,96,0
22-Mar-22,22-03-2022,Recovered,2542,1,51,3,1,7,5,26,1,0,120,7,27,74,55,19,41,143,730,0,46,269,2,6,321,4,83,2,27,57,3,89,77,0,99,41,90,0
23-Mar-22,23-03-2022,Recovered,2531,1,66,1,1,10,4,30,0,0,130,9,25,79,30,13,33,128,903,0,40,222,8,7,265,2,97,2,40,69,3,74,50,0,80,20,87,0
24-Mar-22,24-03-2022,Recovered,2318,0,45,1,2,7,4,23,0,0,145,14,30,85,27,9,22,117,773,0,23,255,6,8,292,4,73,0,34,73,0,71,67,0,0,21,83,0
25-Mar-22,25-03-2022,Recovered,2506,0,55,0,1,8,3,12,0,0,100,4,26,40,13,10,14,85,872,0,26,346,52,6,148,11,69,2,17,53,2,66,80,0,231,71,80,0
26-Mar-22,26-03-2022,Recovered,1901,0,75,1,1,3,2,5,0,0,122,6,23,57,35,12,8,94,693,0,14,137,4,5,192,2,60,5,19,42,1,63,75,0,15,51,75,0
27-Mar-22,27-03-2022,Recovered,1544,0,55,0,3,5,6,12,0,0,86,10,26,59,12,10,0,62,593,0,13,106,3,6,71,2,42,0,13,19,1,58,63,0,113,16,77,0
28-Mar-22,28-03-2022,Recovered,1724,1,50,0,2,4,4,22,0,0,94,2,33,86,25,7,23,105,471,0,20,72,5,7,302,0,49,2,17,45,3,61,52,0,31,59,67,0
29-Mar-22,29-03-2022,Recovered,1691,0,37,0,2,7,1,24,0,0,96,7,89,41,20,17,7,104,528,0,24,107,2,8,218,5,65,0,22,33,5,64,67,1,0,25,60,0
30-Mar-22,30-03-2022,Recovered,1776,1,41,0,2,2,1,31,0,0,106,4,37,67,18,26,13,105,562,0,21,138,4,5,152,0,46,1,20,26,2,56,35,0,185,1,66,0
31-Mar-22,31-03-2022,Recovered,1872,1,45,0,1,6,2,24,0,0,114,7,57,89,34,12,9,93,620,0,22,219,5,5,169,0,40,1,12,48,1,51,73,0,44,6,57,0
01-Apr-22,01-04-2022,Recovered,1404,0,77,0,1,4,7,16,0,0,105,2,14,67,50,13,7,70,454,0,23,112,10,7,95,0,41,0,12,36,1,45,53,0,20,8,53,0
02-Apr-22,02-04-2022,Recovered,1485,0,0,0,3,5,6,14,0,0,88,0,16,47,30,14,3,79,472,0,19,102,4,6,178,2,71,0,23,58,0,39,72,0,61,4,69,0
03-Apr-22,03-04-2022,Recovered,1246,0,0,0,1,7,1,21,0,0,112,9,10,39,2,33,9,51,458,0,32,131,4,5,53,2,37,0,24,21,3,32,49,1,39,11,49,0
04-Apr-22,04-04-2022,Recovered,1321,0,101,0,0,2,1,15,0,0,95,2,6,53,13,7,15,52,378,0,15,107,3,1,202,3,52,0,11,33,3,33,36,0,27,11,42,0
05-Apr-22,05-04-2022,Recovered,1189,0,37,0,0,3,3,21,0,0,92,2,4,59,13,15,7,61,282,0,19,128,5,1,188,0,45,0,22,14,0,31,41,0,33,10,52,0
06-Apr-22,06-04-2022,Recovered,1272,0,20,1,0,4,2,8,0,0,120,5,11,54,18,3,6,85,369,0,16,106,6,2,157,3,52,0,15,22,2,28,30,1,58,10,57,0
07-Apr-22,07-04-2022,Recovered,1183,0,6,0,1,2,4,15,0,0,118,3,9,40,11,26,2,51,323,0,13,159,5,1,143,3,22,0,17,25,0,37,32,0,61,7,46,0
08-Apr-22,08-04-2022,Recovered,1172,0,14,1,0,2,4,9,0,0,147,12,7,55,8,23,4,44,325,0,23,142,0,5,102,0,44,0,13,23,3,32,36,2,43,9,40,0
09-Apr-22,09-04-2022,Recovered,1288,0,15,0,0,4,2,8,0,0,128,7,6,49,18,59,0,75,383,0,12,135,11,2,154,0,31,0,12,15,0,29,40,0,47,9,37,0
10-Apr-22,10-04-2022,Recovered,918,0,4,0,0,2,2,12,0,0,113,14,7,55,7,18,0,45,299,0,8,115,4,0,31,0,20,0,4,14,0,31,31,0,33,7,41,0
11-Apr-22,11-04-2022,Recovered,920,0,16,0,0,1,1,12,0,0,144,0,16,56,15,13,0,29,265,0,3,87,12,0,115,2,12,0,4,9,1,27,25,0,17,5,33,0
12-Apr-22,12-04-2022,Recovered,1133,1,4,1,0,3,3,5,0,0,114,3,20,70,14,12,9,86,262,0,12,127,4,5,194,0,21,0,12,15,1,25,7,0,0,66,36,0
13-Apr-22,13-04-2022,Recovered,1180,0,9,0,0,6,1,10,0,0,173,2,6,96,15,10,3,62,328,0,6,113,3,5,120,0,19,0,6,9,0,27,12,0,73,27,39,0
14-Apr-22,14-04-2022,Recovered,1052,0,7,0,0,0,2,8,0,0,224,3,5,106,10,8,4,54,263,0,7,77,3,2,101,2,17,0,8,3,0,23,17,0,35,16,43,0
15-Apr-22,15-04-2022,Recovered,986,0,4,0,0,4,2,8,0,0,209,1,19,72,8,9,2,37,303,0,4,0,2,1,125,2,17,0,10,4,1,24,30,0,28,18,40,0
16-Apr-22,16-04-2022,Recovered,1418,0,7,0,0,2,2,3,0,0,269,2,32,112,3,8,0,45,349,0,9,285,3,0,110,0,19,0,7,20,0,26,22,0,37,12,34,0
17-Apr-22,17-04-2022,Recovered,991,0,0,0,2,1,2,4,0,0,261,4,21,115,0,8,2,31,236,0,9,107,0,1,26,0,11,0,5,3,0,24,29,0,31,13,45,0
18-Apr-22,18-04-2022,Recovered,1179,0,1,2,0,0,4,4,0,0,290,4,32,148,7,13,1,44,252,0,2,71,6,1,129,0,12,0,11,10,0,26,35,0,29,4,38,0
19-Apr-22,19-04-2022,Recovered,1237,0,10,4,0,1,1,3,0,0,414,2,22,121,14,12,2,48,191,0,5,108,1,2,98,0,8,0,5,15,0,27,24,0,55,3,41,0
20-Apr-22,20-04-2022,Recovered,1311,0,4,2,0,2,5,2,0,0,314,1,12,160,8,12,0,49,256,0,10,132,23,0,89,4,15,2,7,9,0,23,13,0,110,2,42,0
21-Apr-22,21-04-2022,Recovered,1574,0,1,0,0,1,3,3,0,0,635,3,12,201,3,8,1,49,242,0,2,106,7,0,75,3,14,1,10,21,0,26,24,0,81,1,39,0
22-Apr-22,22-04-2022,Recovered,1617,0,6,0,0,4,4,0,0,0,757,2,11,194,6,9,2,45,217,0,7,66,3,0,54,0,0,0,9,15,1,27,20,0,123,1,34,0
23-Apr-22,23-04-2022,Recovered,1741,0,2,0,0,3,3,0,0,0,640,3,3,274,10,8,6,55,203,0,13,141,4,2,87,0,28,0,7,16,1,29,19,0,146,3,35,0
24-Apr-22,24-04-2022,Recovered,1856,0,2,0,0,2,2,0,0,0,812,3,17,329,5,9,0,63,199,0,6,95,2,1,68,1,8,0,9,8,0,28,19,1,133,2,32,0
25-Apr-22,25-04-2022,Recovered,2106,0,12,0,0,1,3,1,0,0,817,2,17,399,11,17,0,69,325,0,3,71,13,0,105,0,13,0,14,9,0,27,15,0,132,5,25,0
26-Apr-22,26-04-2022,Recovered,2139,0,8,0,2,3,1,3,0,0,863,6,13,385,14,4,0,70,228,0,8,135,2,3,101,0,10,0,23,18,1,30,24,0,162,2,19,0
27-Apr-22,27-04-2022,Recovered,2650,0,8,0,1,2,3,4,0,0,1042,2,9,496,12,5,10,99,300,0,7,174,0,0,114,0,7,0,42,20,0,34,11,0,189,27,30,0
28-Apr-22,28-04-2022,Recovered,2476,0,3,0,0,4,6,4,0,0,1070,2,20,363,12,0,1,116,275,0,17,157,3,0,85,0,12,0,20,22,0,32,20,0,208,3,21,0
29-Apr-22,29-04-2022,Recovered,2761,0,4,0,0,0,6,1,0,0,1246,5,11,424,7,4,2,147,353,0,11,60,0,1,113,0,10,0,24,15,1,35,22,0,234,7,18,0
30-Apr-22,30-04-2022,Recovered,2664,1,1,0,1,5,7,3,0,0,1412,7,10,400,9,9,0,76,273,0,14,203,2,0,80,0,6,0,19,30,0,43,20,0,0,8,24,0
01-May-22,01-05-2022,Recovered,2929,0,5,0,1,4,9,3,0,0,1204,4,9,511,4,5,8,108,286,0,10,172,1,0,40,0,7,4,21,16,0,46,17,0,407,5,21,0
02-May-22,02-05-2022,Recovered,2921,0,0,0,2,5,9,3,0,0,1329,8,27,434,11,11,4,76,302,0,4,70,9,2,255,0,4,1,36,38,0,49,32,0,159,21,19,0
03-May-22,03-05-2022,Recovered,2679,0,0,0,4,6,15,8,0,0,1171,3,15,412,14,12,4,107,179,0,13,170,0,0,86,0,8,3,32,31,0,56,31,1,265,6,27,0
04-May-22,04-05-2022,Recovered,3169,0,6,0,1,3,8,2,0,0,1486,7,16,430,5,10,3,162,327,0,21,166,2,0,70,0,11,0,20,38,1,58,21,0,244,19,32,0
05-May-22,05-05-2022,Recovered,3543,0,5,0,1,10,11,10,0,0,1472,14,14,733,12,5,2,138,318,0,29,173,0,2,104,0,14,2,37,37,1,59,34,0,255,17,34,0
06-May-22,06-05-2022,Recovered,3262,0,5,0,1,10,10,4,0,0,1306,6,17,553,13,8,2,139,413,0,37,153,0,0,69,0,10,2,22,64,0,56,30,1,282,10,38,0
07-May-22,07-05-2022,Recovered,2961,0,2,0,1,4,9,5,0,0,1546,6,19,387,5,4,6,121,292,0,40,136,1,0,61,0,14,0,24,92,1,64,49,0,7,23,42,0
08-May-22,08-05-2022,Recovered,2928,0,1,2,1,3,9,6,0,0,1438,8,15,463,8,22,7,92,330,0,35,196,2,3,30,0,7,1,23,70,0,68,40,0,0,4,44,0
09-May-22,09-05-2022,Recovered,3536,1,10,0,0,6,9,7,0,0,1366,5,18,511,5,4,3,128,317,0,19,82,0,0,59,0,7,0,35,35,1,62,32,0,771,4,39,0
10-May-22,10-05-2022,Recovered,2986,0,6,0,1,5,14,6,0,0,1015,5,12,532,4,3,3,128,317,0,29,161,0,0,34,0,52,4,74,74,0,53,34,0,348,35,37,0
11-May-22,11-05-2022,Recovered,3214,0,4,0,0,7,5,7,0,0,1238,8,21,658,12,8,2,150,302,0,26,211,0,0,46,0,10,0,82,50,0,41,32,0,231,16,47,0
12-May-22,12-05-2022,Recovered,3338,0,9,2,3,8,16,2,0,0,1306,12,23,554,10,4,4,216,344,0,29,208,1,5,40,1,33,0,20,67,0,43,28,3,293,14,39,0
13-May-22,13-05-2022,Recovered,3448,0,8,0,0,11,11,9,0,0,1482,11,12,457,6,4,0,179,445,0,33,240,1,1,22,0,8,0,26,92,1,58,36,1,240,13,41,0
14-May-22,14-05-2022,Recovered,2848,0,10,0,0,17,12,1,0,0,1074,4,24,326,3,5,15,96,401,0,24,263,0,1,21,0,7,3,28,113,0,51,39,0,262,4,43,0
15-May-22,15-05-2022,Recovered,2404,1,5,0,0,10,11,8,0,0,784,12,0,456,8,9,4,103,299,0,24,175,0,0,7,0,13,0,27,94,0,79,44,1,182,2,45,0
16-May-22,16-05-2022,Recovered,2569,1,8,0,2,3,9,4,0,0,910,8,62,428,7,6,4,149,364,0,31,121,4,1,24,0,17,1,25,34,0,58,62,0,186,1,39,0
17-May-22,17-05-2022,Recovered,2559,1,6,2,0,6,12,2,0,0,709,10,37,432,8,6,4,147,366,0,41,241,1,1,25,0,8,1,20,103,0,42,42,0,202,39,41,0
18-May-22,18-05-2022,Recovered,2678,0,7,0,0,7,22,7,0,0,767,11,33,364,13,3,0,162,460,0,43,252,0,2,73,1,15,2,27,63,1,39,32,0,214,15,43,0
19-May-22,19-05-2022,Recovered,2496,0,23,1,1,4,10,4,0,0,817,8,27,343,12,10,0,159,362,0,35,201,0,6,42,0,12,1,22,84,2,41,34,0,177,18,40,0
20-May-22,20-05-2022,Recovered,2436,0,20,0,0,6,8,2,0,0,678,13,31,297,13,13,0,155,446,0,31,270,3,2,65,0,10,6,21,76,3,44,28,0,137,21,35,0
21-May-22,21-05-2022,Recovered,2227,0,2,1,0,2,18,1,0,0,569,10,34,201,11,7,16,166,471,0,41,240,0,1,28,-1,21,3,26,66,1,40,46,0,152,15,38,0
22-May-22,22-05-2022,Recovered,1981,0,1,0,0,11,8,1,0,0,530,14,26,253,15,5,3,101,353,0,41,251,0,0,9,0,22,2,19,58,0,36,39,0,146,2,35,0
